img_local_path,caption1,caption2,context_label,article_url,maskrcnn_bboxes,caption1_modified,caption1_entities,caption2_modified,caption2_entities,bert_base_score,bert_large_score,c1_entail,c2_entail
public_test_mmsys/0.jpg,"Julian Castro at his announcement in San Antonio, Tex., on Saturday. Mr. Castro, the former secretary of housing and urban development, would be one of the youngest presidents if elected.","Julian Castro at his announcement in San Antonio, Tex., on Saturday, Jan. 12, 2019.",0,https://www.nytimes.com/2019/06/13/us/politics/julian-castro-fox-town-hall.html,"[[389.9706726074219, 72.9228744506836, 505.0566711425781, 373.24993896484375], [89.46248626708984, 312.29644775390625, 190.55088806152344, 396.4997253417969], [116.25189971923828, 225.38841247558594, 161.36624145507812, 288.41522216796875], [180.07785034179688, 225.37646484375, 207.3575439453125, 271.2514953613281], [579.815185546875, 193.33509826660156, 597.6293334960938, 249.89108276367188], [217.98863220214844, 225.41282653808594, 256.5491638183594, 267.5371398925781], [67.05160522460938, 237.61740112304688, 92.31876373291016, 275.8415222167969], [29.469621658325195, 240.86349487304688, 64.6895980834961, 276.5841369628906], [229.984375, 298.4461669921875, 251.81227111816406, 330.3661804199219], [89.82146453857422, 205.71160888671875, 104.25022888183594, 228.6795196533203]]","PERSON at his announcement in GPE, GPE, on DATE. Mr. PERSON, the former secretary of housing and urban development, would be one of the youngest presidents if elected.","[['Julian Castro', 'PERSON'], ['San Antonio', 'GPE'], ['Tex.', 'GPE'], ['Saturday', 'DATE'], ['Castro', 'PERSON']]","PERSON at his announcement in GPE, GPE, on DATE.","[['Julian Castro', 'PERSON'], ['San Antonio', 'GPE'], ['Tex.', 'GPE'], ['Saturday, Jan. 12, 2019', 'DATE']]",0.5769946,0.60118324,0.0028217611834406853,0.05722906440496445
public_test_mmsys/1.jpg,Supporters of Tanzania's ruling Chama Cha Mapinduzi party come out on Friday to celebrate their candidate's victory in the disputed Zanzibari presidential election,"A person sits on a truck as supporters of the ruling Chama Cha Mapinduzi (Revolutionary Party) celebrate the victory of their candidate in the Zanzibar Presidential election on the outskirts of Stone Town, on October 30, 2020.",0,https://www.bbc.com/news/world-africa-54828934,"[[389.6280517578125, 8.949727058410645, 609.6119995117188, 392.25555419921875], [890.519775390625, 439.1005554199219, 975.5325317382812, 547.5588989257812], [0.0, 453.0171813964844, 137.16851806640625, 547.4357299804688], [161.58926391601562, 431.6105651855469, 809.5007934570312, 542.5567016601562], [792.5897216796875, 479.9522705078125, 848.8662719726562, 546.4912719726562], [723.2586059570312, 434.73065185546875, 756.88818359375, 478.6017150878906], [234.8422088623047, 229.90127563476562, 717.4603881835938, 436.8536376953125], [180.153564453125, 437.98065185546875, 219.98043823242188, 488.01953125], [329.10504150390625, 230.89695739746094, 655.05126953125, 411.0627746582031], [64.88946533203125, 416.5194396972656, 172.52650451660156, 462.4348449707031]]",Supporters of GPE's ruling ORG party come out on DATE to celebrate their candidate's victory in the disputed PERSON presidential election,"[['Tanzania', 'GPE'], ['Chama Cha Mapinduzi', 'ORG'], ['Friday', 'DATE'], ['Zanzibari', 'PERSON']]","A person sits on a truck as supporters of the ruling PERSON (ORG) celebrate the victory of their candidate in the Zanzibar Presidential election on the outskirts of GPE, on DATE.","[['Chama Cha Mapinduzi', 'PERSON'], ['Revolutionary Party', 'ORG'], ['Stone Town', 'GPE'], ['October 30, 2020', 'DATE']]",0.5419393,0.7292433,0.004710314329713583,0.009099278599023819
public_test_mmsys/2.jpg,"53,000 dead people turned up on the state’s voter rolls in November 2018.","These social media posts did not link to a recent article concerning the recount taking place in Florida in November 2018, but rather to a 6-year-old story about the impact of a new (and controversial) voter-related law which was originally published by Fox News back in 2013",1,https://www.snopes.com/fact-check/53000-dead-florida-voters/,"[[0.0, 14.214579582214355, 326.70501708984375, 421.6318359375], [74.25301361083984, 199.65789794921875, 373.1807861328125, 300.05401611328125], [162.21920776367188, 348.7001647949219, 410.7712707519531, 413.6272888183594], [46.4518928527832, 200.50442504882812, 389.4967346191406, 303.3512268066406], [79.49951934814453, 196.5643768310547, 395.9137268066406, 304.11907958984375], [219.66014099121094, 353.40948486328125, 278.6230773925781, 396.99676513671875], [536.5734252929688, 68.76177978515625, 854.850341796875, 291.8654479980469], [163.37269592285156, 46.050533294677734, 431.5008850097656, 168.844970703125], [62.68716812133789, 185.48887634277344, 419.3104553222656, 308.2409973144531], [106.8170166015625, 347.4092712402344, 434.47235107421875, 417.7490539550781]]",CARDINAL dead people turned up on the state’s voter rolls in DATE.,"[['53,000', 'CARDINAL'], ['November 2018', 'DATE']]","These social media posts did not link to a recent article concerning the recount taking place in GPE in DATE, but rather to a DATE story about the impact of a new (and controversial) voter-related law which was originally published by ORG back in DATE","[['Florida', 'GPE'], ['November 2018', 'DATE'], ['6-year-old', 'DATE'], ['Fox News', 'ORG'], ['2013', 'DATE']]",0.23480994,0.3076284,2.5958705009543337e-05,0.0018354622879996896
public_test_mmsys/3.jpg,"Actor, musician, director and devoted follower of Christ, Kirk Cameron, has been stricken with an extremely rare form of what can only be described as a biblical disease.",A shocking report about the former child actor Kirk Cameron was just another hoax from a well-known purveyor of satire.,1,https://www.snopes.com/fact-check/kirk-cameron-diagnosed-leprosy/,"[[491.4454345703125, 361.714599609375, 538.475341796875, 422.6053161621094], [222.43255615234375, 25.680723190307617, 817.1344604492188, 444.99114990234375], [0.0, 359.1329345703125, 584.2658081054688, 450.4772033691406], [508.752685546875, 254.8977813720703, 653.4655151367188, 387.2117614746094], [710.6890869140625, 287.7128601074219, 862.7390747070312, 448.3159484863281], [708.978759765625, 290.6549987792969, 862.8755493164062, 445.4257507324219], [0.0, 363.9566345214844, 602.9287719726562, 448.3326721191406], [508.5576171875, 261.5659484863281, 658.1024780273438, 389.7591247558594], [507.81195068359375, 262.88848876953125, 657.9849853515625, 403.5842590332031], [161.91305541992188, 259.6611328125, 349.0577697753906, 389.45758056640625]]","Actor, musician, director and devoted follower of ORG, PERSON, has been stricken with an extremely rare form of what can only be described as a biblical disease.","[['Christ', 'ORG'], ['Kirk Cameron', 'PERSON']]",A shocking report about the former child actor PERSON was just another hoax from a well-known purveyor of satire.,"[['Kirk Cameron', 'PERSON']]",0.46077132,0.42508635,0.0022470278199762106,0.045493338257074356
public_test_mmsys/4.jpg,Men from the Maasai tribe perform a traditional jumping ritual as they observe a rite of passage to mark the transition to cultural junior elder within the Masai-Mara national reserve.,"And on the same day in Kenya's Narok county, young Masai men take part in initiation rites to become moran - the men who are traditionally the warrior class.",0,https://www.bbc.com/news/world-africa-56278224,"[[194.4141845703125, 31.10932731628418, 381.7727355957031, 567.0975952148438], [856.3569946289062, 0.0, 975.6256103515625, 195.6348114013672], [438.8128662109375, 7.176698684692383, 671.7493896484375, 547.796142578125], [0.0, 0.0, 78.9921646118164, 557.6448364257812], [680.0242919921875, 8.853128433227539, 831.2520751953125, 548.1029052734375], [387.03997802734375, 128.24041748046875, 436.460205078125, 324.2542419433594], [77.483642578125, 304.8499450683594, 253.4171142578125, 560.4024658203125], [363.1104736328125, 160.46510314941406, 420.270751953125, 310.65447998046875], [884.8744506835938, 198.6354217529297, 941.29296875, 324.06097412109375], [210.9880828857422, 150.73355102539062, 344.7186279296875, 343.7543029785156]]",Men from the GPE tribe perform a traditional jumping ritual as they observe a rite of passage to mark the transition to cultural junior elder within the ORG national reserve.,"[['Maasai', 'GPE'], ['Masai-Mara', 'ORG']]","And on DATE in GPE's GPE, young PERSON men take part in initiation rites to become moran - the men who are traditionally the warrior class.","[['the same day', 'DATE'], ['Kenya', 'GPE'], ['Narok county', 'GPE'], ['Masai', 'PERSON']]",0.61969495,0.6755633,0.00229920563288033,0.01864851824939251
public_test_mmsys/5.jpg,"An employee attaches ""skin"" to the head of a humanoid robot developed by Promobot, a service robotics manufacturer, in Vladivostok, Russia.",A person fits artificial skin on to the head of a robot,0,https://www.bbc.com/news/in-pictures-56442714,"[[35.375675201416016, 6.466827392578125, 958.6771850585938, 660.6157836914062], [40.72831726074219, 8.819063186645508, 387.6680908203125, 295.6425476074219], [36.69013595581055, 6.26145601272583, 389.71685791015625, 298.88641357421875], [43.57046890258789, 3.7927536964416504, 419.1708068847656, 289.66119384765625], [8.464097023010254, 195.01251220703125, 974.6424560546875, 664.8497924804688], [176.12474060058594, 120.73588562011719, 319.9327697753906, 186.47274780273438], [5.193958759307861, 1.2261486053466797, 375.74615478515625, 287.88525390625], [87.92539978027344, 121.25582122802734, 223.593017578125, 165.21011352539062], [86.39824676513672, 121.08458709716797, 226.53529357910156, 164.86328125], [37.10633850097656, 12.949238777160645, 383.65057373046875, 297.536376953125]]","An employee attaches ""skin"" to the head of a humanoid robot developed by ORG, a service robotics manufacturer, in GPE, GPE.","[['Promobot', 'ORG'], ['Vladivostok', 'GPE'], ['Russia', 'GPE']]",A person fits artificial skin on to the head of a robot,[],0.6724356,0.6934018,0.022511953487992287,0.06384363025426865
public_test_mmsys/6.jpg,A bird (variously described as a goose or a duck) helping to keep a puppy warm,"It isn’t unprecedented for birds and dogs to strike up friendships, thus claim is false",1,https://www.snopes.com/fact-check/goose-puppy-warm/,"[[83.8957748413086, 26.000755310058594, 273.04986572265625, 296.01568603515625], [361.6451110839844, 47.88942337036133, 580.0585327148438, 291.59136962890625], [231.2841796875, 52.191471099853516, 300.00653076171875, 296.5628662109375], [358.8909912109375, 46.28923416137695, 574.0292358398438, 288.5909118652344], [75.3703384399414, 28.26572608947754, 300.7373352050781, 297.231201171875], [300.7626647949219, 29.102046966552734, 358.2198486328125, 118.85675811767578], [79.72960662841797, 28.063947677612305, 301.28106689453125, 297.1593017578125], [302.4573059082031, 277.2852478027344, 381.6990051269531, 299.3871154785156], [365.2023010253906, 59.36947250366211, 574.8264770507812, 291.7021789550781], [358.5492248535156, 51.91126251220703, 573.3656616210938, 281.33636474609375]]",A bird (variously described as a goose or a duck) helping to keep a puppy warm,[],"It isn’t unprecedented for birds and dogs to strike up friendships, thus claim is false",[],0.40480524,0.51378787,0.041127000004053116,0.10382863879203796
public_test_mmsys/7.png,"A photograph shows Ricky Ellsworth, a white woman who was killed by a black police officer in Minnesota.",A viral meme got key facts wrong while attempting to make a point about police violence and racial injustice in the U.S.,1,https://www.snopes.com/fact-check/ricky-ellsworth-black-cop/,"[[278.1563415527344, 102.17288208007812, 616.3384399414062, 442.48492431640625], [264.77728271484375, 86.86913299560547, 619.4121704101562, 423.77435302734375], [248.95936584472656, 385.65435791015625, 286.32861328125, 434.76910400390625], [464.8971862792969, 238.86337280273438, 486.7129211425781, 291.28326416015625], [255.9790802001953, 293.54241943359375, 308.9635925292969, 391.5201110839844], [336.6354675292969, 334.2162780761719, 381.83465576171875, 412.26580810546875], [578.4415283203125, 311.196533203125, 616.4485473632812, 390.22247314453125], [249.17625427246094, 384.8717346191406, 286.10589599609375, 433.9903564453125], [335.6725158691406, 336.4717712402344, 382.2132873535156, 412.8664245605469], [515.4374389648438, 214.52325439453125, 562.3729858398438, 298.5064392089844]]","A photograph shows PERSON, a white woman who was killed by a black police officer in GPE.","[['Ricky Ellsworth', 'PERSON'], ['Minnesota', 'GPE']]",A viral meme got key facts wrong while attempting to make a point about police violence and racial injustice in the GPE,"[['U.S.', 'GPE']]",0.13781834,0.2899639,0.0002842355170287192,0.009665853343904018
public_test_mmsys/8.png,A photograph shows a 9-year-old girl who was impregnated by a Muslim man.,"This image does not show a pregnant child. This photograph was originally posted by the Garrafão do Norte Facebook page in November 2016 and shows a 12-year-old girl named Sandy at a hospital in Belém, Brazil.",1,https://www.snopes.com/fact-check/muslim-man-pregnant-child/,"[[166.4786376953125, 157.5192108154297, 359.113037109375, 662.558837890625], [7.41868782043457, 149.954345703125, 479.3753356933594, 665.0], [89.3567123413086, 154.7760009765625, 453.044677734375, 662.1782836914062], [36.68775177001953, 243.79263305664062, 475.4339294433594, 663.1554565429688], [333.4189758300781, 521.839111328125, 482.0, 660.6976928710938], [340.7416076660156, 511.0061950683594, 481.1445617675781, 659.9567260742188], [36.947967529296875, 250.9479522705078, 475.9195251464844, 664.4115600585938], [87.95252990722656, 140.20428466796875, 454.21588134765625, 664.1650390625], [29.83628273010254, 225.77145385742188, 474.1042175292969, 665.0], [99.17245483398438, 142.1106414794922, 443.6452941894531, 652.9596557617188]]",A photograph shows a DATE girl who was impregnated by a NORP man.,"[['9-year-old', 'DATE'], ['Muslim', 'NORP']]","This image does not show a pregnant child. This photograph was originally posted by the Garrafão do ORG page in DATE and shows a DATE girl named PERSON at a hospital in GPE, GPE.","[['Norte Facebook', 'ORG'], ['November 2016', 'DATE'], ['12-year-old', 'DATE'], ['Sandy', 'PERSON'], ['Belém', 'GPE'], ['Brazil', 'GPE']]",0.19116008,0.22389702,0.004229303449392319,0.02036372758448124
public_test_mmsys/9.jpg,A man brushes the mouth of a sarcophagus.,"More than 40 statues of ancient deities and funerary masks were also discovered at the site, many of which still with their original colours and designs preserved",0,https://www.bbc.com/news/world-africa-55002070,"[[131.27796936035156, 0.8781880140304565, 736.8106079101562, 371.3249206542969], [224.6455078125, 117.23667907714844, 349.41162109375, 324.3150939941406], [223.55409240722656, 113.75270080566406, 353.7452087402344, 322.4001159667969], [1.9788707494735718, 375.0315856933594, 328.1116638183594, 639.0904541015625], [90.09032440185547, 266.9131774902344, 821.3322143554688, 639.4994506835938], [75.41046905517578, 256.5770263671875, 761.7445068359375, 633.310302734375], [118.2570571899414, 429.2157897949219, 346.94171142578125, 560.9396362304688], [220.7022705078125, 114.13391876220703, 349.65386962890625, 333.2330322265625], [118.60802459716797, 428.75543212890625, 344.7903747558594, 564.0489501953125], [111.69918823242188, 303.2751159667969, 836.478271484375, 629.0794067382812]]",A man brushes the mouth of a sarcophagus.,[],"CARDINAL statues of ancient deities and funerary masks were also discovered at the site, many of which still with their original colours and designs preserved","[['More than 40', 'CARDINAL']]",0.21929292,0.2283105,0.0029911897145211697,0.04617297649383545
